,Species,Culmen Length (mm),Culmen Depth (mm),Flipper Length (mm),Body Mass (g),Sex,Sample ID
33094,Chinstrap,49.3,19.9,203.0,4050.0,MALE,A_22
33095,Chinstrap,49.3,19.9,203.0,4050.0,MALE,A_24
33096,Chinstrap,49.3,19.9,203.0,4050.0,MALE,A_25
33097,Chinstrap,49.3,19.9,203.0,4050.0,MALE,A_27
33098,Chinstrap,49.3,19.9,203.0,4050.0,MALE,A_30
33099,Chinstrap,49.3,19.9,203.0,4050.0,MALE,A_32
33100,Chinstrap,49.3,19.9,203.0,4050.0,MALE,A_34
33101,Chinstrap,49.3,19.9,203.0,4050.0,MALE,A_36
33102,Chinstrap,49.3,19.9,203.0,4050.0,MALE,A_37
33103,Chinstrap,49.3,19.9,203.0,4050.0,MALE,A_40
33104,Chinstrap,49.3,19.9,203.0,4050.0,MALE,A_42
33105,Chinstrap,49.3,19.9,203.0,4050.0,MALE,A_44
33106,Chinstrap,49.3,19.9,203.0,4050.0,MALE,A_46
33107,Chinstrap,49.3,19.9,203.0,4050.0,MALE,A_47
33108,Chinstrap,49.3,19.9,203.0,4050.0,MALE,A_50
33109,Chinstrap,49.3,19.9,203.0,4050.0,MALE,A_52
33110,Chinstrap,49.3,19.9,203.0,4050.0,MALE,A_54
33111,Chinstrap,49.3,19.9,203.0,4050.0,MALE,A_56
33112,Chinstrap,49.3,19.9,203.0,4050.0,MALE,A_58
33113,Chinstrap,49.3,19.9,203.0,4050.0,MALE,A_60
33114,Chinstrap,49.3,19.9,203.0,4050.0,MALE,A_62
33115,Chinstrap,49.3,19.9,203.0,4050.0,MALE,A_64
33116,Chinstrap,49.3,19.9,203.0,4050.0,MALE,A_66
33117,Chinstrap,49.3,19.9,203.0,4050.0,MALE,A_68
33118,Chinstrap,49.3,19.9,203.0,4050.0,MALE,A_70
33119,Chinstrap,49.3,19.9,203.0,4050.0,MALE,A_72
33120,Chinstrap,49.3,19.9,203.0,4050.0,MALE,A_74
33121,Chinstrap,49.3,19.9,203.0,4050.0,MALE,A_76
33122,Chinstrap,49.3,19.9,203.0,4050.0,MALE,A_78
33123,Chinstrap,49.3,19.9,203.0,4050.0,MALE,A_80
33124,Chinstrap,49.3,19.9,203.0,4050.0,MALE,A_82
33125,Chinstrap,49.3,19.9,203.0,4050.0,MALE,A_84
33126,Chinstrap,49.3,19.9,203.0,4050.0,MALE,A_86
33127,Chinstrap,49.3,19.9,203.0,4050.0,MALE,A_87
33128,Chinstrap,49.3,19.9,203.0,4050.0,MALE,A_89
33129,Chinstrap,49.3,19.9,203.0,4050.0,MALE,A_92
33130,Chinstrap,49.3,19.9,203.0,4050.0,MALE,A_94
33131,Chinstrap,49.3,19.9,203.0,4050.0,MALE,A_96
33132,Chinstrap,49.3,19.9,203.0,4050.0,MALE,A_98
33133,Chinstrap,49.3,19.9,203.0,4050.0,MALE,A_100
33134,Chinstrap,49.3,19.9,203.0,4050.0,MALE,A_102
33135,Chinstrap,49.3,19.9,203.0,4050.0,MALE,A_104
33136,Chinstrap,49.3,19.9,203.0,4050.0,MALE,A_106
33137,Chinstrap,49.3,19.9,203.0,4050.0,MALE,A_108
33138,Chinstrap,49.3,19.9,203.0,4050.0,MALE,A_110
33139,Chinstrap,49.3,19.9,203.0,4050.0,MALE,A_112
33140,Chinstrap,49.3,19.9,203.0,4050.0,MALE,A_114
33141,Chinstrap,49.3,19.9,203.0,4050.0,MALE,A_116
33142,Chinstrap,49.3,19.9,203.0,4050.0,MALE,A_118
33143,Chinstrap,49.3,19.9,203.0,4050.0,MALE,A_120
33144,Chinstrap,49.3,19.9,203.0,4050.0,MALE,A_122
33145,Chinstrap,49.3,19.9,203.0,4050.0,MALE,A_124
33146,Chinstrap,49.3,19.9,203.0,4050.0,MALE,A_126
33147,Chinstrap,49.3,19.9,203.0,4050.0,MALE,A_128
33148,Chinstrap,49.3,19.9,203.0,4050.0,MALE,A_130
33149,Chinstrap,49.3,19.9,203.0,4050.0,MALE,A_132
33150,Chinstrap,49.3,19.9,203.0,4050.0,MALE,A_134
33151,Chinstrap,49.3,19.9,203.0,4050.0,MALE,A_136
33152,Chinstrap,49.3,19.9,203.0,4050.0,MALE,A_138
33153,Chinstrap,49.3,19.9,203.0,4050.0,MALE,A_140
33154,Chinstrap,49.3,19.9,203.0,4050.0,MALE,A_142
33155,Chinstrap,49.3,19.9,203.0,4050.0,MALE,A_144
33156,Chinstrap,49.3,19.9,203.0,4050.0,MALE,A_146
33157,Chinstrap,49.3,19.9,203.0,4050.0,MALE,A_147
33158,Chinstrap,49.3,19.9,203.0,4050.0,MALE,A_150
33159,Chinstrap,49.3,19.9,203.0,4050.0,MALE,A_152
33160,Chinstrap,49.3,19.9,203.0,4050.0,MALE,C_2
33161,Chinstrap,49.3,19.9,203.0,4050.0,MALE,C_3
33162,Chinstrap,49.3,19.9,203.0,4050.0,MALE,C_5
33163,Chinstrap,49.3,19.9,203.0,4050.0,MALE,C_8
33164,Chinstrap,49.3,19.9,203.0,4050.0,MALE,C_10
33165,Chinstrap,49.3,19.9,203.0,4050.0,MALE,C_12
33166,Chinstrap,49.3,19.9,203.0,4050.0,MALE,C_14
33167,Chinstrap,49.3,19.9,203.0,4050.0,MALE,C_16
33168,Chinstrap,49.3,19.9,203.0,4050.0,MALE,C_17
33169,Chinstrap,49.3,19.9,203.0,4050.0,MALE,C_20
33170,Chinstrap,49.3,19.9,203.0,4050.0,MALE,C_22
33171,Chinstrap,49.3,19.9,203.0,4050.0,MALE,C_24
33172,Chinstrap,49.3,19.9,203.0,4050.0,MALE,C_26
33173,Chinstrap,49.3,19.9,203.0,4050.0,MALE,C_28
33174,Chinstrap,49.3,19.9,203.0,4050.0,MALE,C_30
33175,Chinstrap,49.3,19.9,203.0,4050.0,MALE,C_32
33176,Chinstrap,49.3,19.9,203.0,4050.0,MALE,C_34
33177,Chinstrap,49.3,19.9,203.0,4050.0,MALE,C_35
33178,Chinstrap,49.3,19.9,203.0,4050.0,MALE,C_38
33179,Chinstrap,49.3,19.9,203.0,4050.0,MALE,C_40
33180,Chinstrap,49.3,19.9,203.0,4050.0,MALE,C_41
33181,Chinstrap,49.3,19.9,203.0,4050.0,MALE,C_43
33182,Chinstrap,49.3,19.9,203.0,4050.0,MALE,C_46
33183,Chinstrap,49.3,19.9,203.0,4050.0,MALE,C_48
33184,Chinstrap,49.3,19.9,203.0,4050.0,MALE,C_49
33185,Chinstrap,49.3,19.9,203.0,4050.0,MALE,C_52
33186,Chinstrap,49.3,19.9,203.0,4050.0,MALE,C_54
33187,Chinstrap,49.3,19.9,203.0,4050.0,MALE,C_56
33188,Chinstrap,49.3,19.9,203.0,4050.0,MALE,C_58
33189,Chinstrap,49.3,19.9,203.0,4050.0,MALE,C_59
33190,Chinstrap,49.3,19.9,203.0,4050.0,MALE,C_61
33191,Chinstrap,49.3,19.9,203.0,4050.0,MALE,C_66
33192,Chinstrap,49.3,19.9,203.0,4050.0,MALE,C_67
33193,Chinstrap,49.3,19.9,203.0,4050.0,MALE,G_2
33194,Chinstrap,49.3,19.9,203.0,4050.0,MALE,G_4
33195,Chinstrap,49.3,19.9,203.0,4050.0,MALE,G_5
33196,Chinstrap,49.3,19.9,203.0,4050.0,MALE,G_8
33197,Chinstrap,49.3,19.9,203.0,4050.0,MALE,G_10
33198,Chinstrap,49.3,19.9,203.0,4050.0,MALE,G_12
33199,Chinstrap,49.3,19.9,203.0,4050.0,MALE,G_14
33200,Chinstrap,49.3,19.9,203.0,4050.0,MALE,G_16
33201,Chinstrap,49.3,19.9,203.0,4050.0,MALE,G_18
33202,Chinstrap,49.3,19.9,203.0,4050.0,MALE,G_20
33203,Chinstrap,49.3,19.9,203.0,4050.0,MALE,G_21
33204,Chinstrap,49.3,19.9,203.0,4050.0,MALE,G_24
33205,Chinstrap,49.3,19.9,203.0,4050.0,MALE,G_26
33206,Chinstrap,49.3,19.9,203.0,4050.0,MALE,G_28
33207,Chinstrap,49.3,19.9,203.0,4050.0,MALE,G_30
33208,Chinstrap,49.3,19.9,203.0,4050.0,MALE,G_31
33209,Chinstrap,49.3,19.9,203.0,4050.0,MALE,G_34
33210,Chinstrap,49.3,19.9,203.0,4050.0,MALE,G_36
33211,Chinstrap,49.3,19.9,203.0,4050.0,MALE,G_38
33212,Chinstrap,49.3,19.9,203.0,4050.0,MALE,G_40
33213,Chinstrap,49.3,19.9,203.0,4050.0,MALE,G_42
33214,Chinstrap,49.3,19.9,203.0,4050.0,MALE,G_44
33215,Chinstrap,49.3,19.9,203.0,4050.0,MALE,G_45
33216,Chinstrap,49.3,19.9,203.0,4050.0,MALE,G_48
33217,Chinstrap,49.3,19.9,203.0,4050.0,MALE,G_50
33218,Chinstrap,49.3,19.9,203.0,4050.0,MALE,G_52
33219,Chinstrap,49.3,19.9,203.0,4050.0,MALE,G_54
33220,Chinstrap,49.3,19.9,203.0,4050.0,MALE,G_56
33221,Chinstrap,49.3,19.9,203.0,4050.0,MALE,G_58
33222,Chinstrap,49.3,19.9,203.0,4050.0,MALE,G_60
33223,Chinstrap,49.3,19.9,203.0,4050.0,MALE,G_62
33224,Chinstrap,49.3,19.9,203.0,4050.0,MALE,G_64
33225,Chinstrap,49.3,19.9,203.0,4050.0,MALE,G_66
33226,Chinstrap,49.3,19.9,203.0,4050.0,MALE,G_68
33227,Chinstrap,49.3,19.9,203.0,4050.0,MALE,G_70
33228,Chinstrap,49.3,19.9,203.0,4050.0,MALE,G_72
33229,Chinstrap,49.3,19.9,203.0,4050.0,MALE,G_73
33230,Chinstrap,49.3,19.9,203.0,4050.0,MALE,G_76
33231,Chinstrap,49.3,19.9,203.0,4050.0,MALE,G_78
33232,Chinstrap,49.3,19.9,203.0,4050.0,MALE,G_80
33233,Chinstrap,49.3,19.9,203.0,4050.0,MALE,G_82
33234,Chinstrap,49.3,19.9,203.0,4050.0,MALE,G_86
33235,Chinstrap,49.3,19.9,203.0,4050.0,MALE,G_88
33236,Chinstrap,49.3,19.9,203.0,4050.0,MALE,G_90
33237,Chinstrap,49.3,19.9,203.0,4050.0,MALE,G_92
33238,Chinstrap,49.3,19.9,203.0,4050.0,MALE,G_94
33239,Chinstrap,49.3,19.9,203.0,4050.0,MALE,G_96
33240,Chinstrap,49.3,19.9,203.0,4050.0,MALE,G_97
33241,Chinstrap,49.3,19.9,203.0,4050.0,MALE,G_100
33242,Chinstrap,49.3,19.9,203.0,4050.0,MALE,G_102
33243,Chinstrap,49.3,19.9,203.0,4050.0,MALE,G_104
33244,Chinstrap,49.3,19.9,203.0,4050.0,MALE,G_106
33245,Chinstrap,49.3,19.9,203.0,4050.0,MALE,G_108
33246,Chinstrap,49.3,19.9,203.0,4050.0,MALE,G_110
33247,Chinstrap,49.3,19.9,203.0,4050.0,MALE,G_114
33248,Chinstrap,49.3,19.9,203.0,4050.0,MALE,G_116
33249,Chinstrap,49.3,19.9,203.0,4050.0,MALE,G_118
33250,Chinstrap,49.3,19.9,203.0,4050.0,MALE,G_122
33251,Chinstrap,49.3,19.9,203.0,4050.0,MALE,G_124
33252,Chinstrap,50.2,18.8,202.0,3800.0,MALE,A_1
33253,Chinstrap,50.2,18.8,202.0,3800.0,MALE,A_6
33254,Chinstrap,50.2,18.8,202.0,3800.0,MALE,A_8
33255,Chinstrap,50.2,18.8,202.0,3800.0,MALE,A_14
33256,Chinstrap,50.2,18.8,202.0,3800.0,MALE,A_15
33257,Chinstrap,50.2,18.8,202.0,3800.0,MALE,A_18
33258,Chinstrap,50.2,18.8,202.0,3800.0,MALE,A_20
33259,Chinstrap,50.2,18.8,202.0,3800.0,MALE,A_22
33260,Chinstrap,50.2,18.8,202.0,3800.0,MALE,A_24
33261,Chinstrap,50.2,18.8,202.0,3800.0,MALE,A_25
33262,Chinstrap,50.2,18.8,202.0,3800.0,MALE,A_27
33263,Chinstrap,50.2,18.8,202.0,3800.0,MALE,A_30
33264,Chinstrap,50.2,18.8,202.0,3800.0,MALE,A_32
33265,Chinstrap,50.2,18.8,202.0,3800.0,MALE,A_34
33266,Chinstrap,50.2,18.8,202.0,3800.0,MALE,A_36
33267,Chinstrap,50.2,18.8,202.0,3800.0,MALE,A_37
33268,Chinstrap,50.2,18.8,202.0,3800.0,MALE,A_40
33269,Chinstrap,50.2,18.8,202.0,3800.0,MALE,A_42
33270,Chinstrap,50.2,18.8,202.0,3800.0,MALE,A_44
33271,Chinstrap,50.2,18.8,202.0,3800.0,MALE,A_46
33272,Chinstrap,50.2,18.8,202.0,3800.0,MALE,A_47
33273,Chinstrap,50.2,18.8,202.0,3800.0,MALE,A_50
33274,Chinstrap,50.2,18.8,202.0,3800.0,MALE,A_52
33275,Chinstrap,50.2,18.8,202.0,3800.0,MALE,A_54
33276,Chinstrap,50.2,18.8,202.0,3800.0,MALE,A_56
33277,Chinstrap,50.2,18.8,202.0,3800.0,MALE,A_58
33278,Chinstrap,50.2,18.8,202.0,3800.0,MALE,A_60
33279,Chinstrap,50.2,18.8,202.0,3800.0,MALE,A_62
33280,Chinstrap,50.2,18.8,202.0,3800.0,MALE,A_64
33281,Chinstrap,50.2,18.8,202.0,3800.0,MALE,A_66
33282,Chinstrap,50.2,18.8,202.0,3800.0,MALE,A_68
33283,Chinstrap,50.2,18.8,202.0,3800.0,MALE,A_70
33284,Chinstrap,50.2,18.8,202.0,3800.0,MALE,A_72
33285,Chinstrap,50.2,18.8,202.0,3800.0,MALE,A_74
33286,Chinstrap,50.2,18.8,202.0,3800.0,MALE,A_76
33287,Chinstrap,50.2,18.8,202.0,3800.0,MALE,A_78
33288,Chinstrap,50.2,18.8,202.0,3800.0,MALE,A_80
33289,Chinstrap,50.2,18.8,202.0,3800.0,MALE,A_82
33290,Chinstrap,50.2,18.8,202.0,3800.0,MALE,A_84
33291,Chinstrap,50.2,18.8,202.0,3800.0,MALE,A_86
33292,Chinstrap,50.2,18.8,202.0,3800.0,MALE,A_87
33293,Chinstrap,50.2,18.8,202.0,3800.0,MALE,A_89
33294,Chinstrap,50.2,18.8,202.0,3800.0,MALE,A_92
33295,Chinstrap,50.2,18.8,202.0,3800.0,MALE,A_94
33296,Chinstrap,50.2,18.8,202.0,3800.0,MALE,A_96
33297,Chinstrap,50.2,18.8,202.0,3800.0,MALE,A_98
33298,Chinstrap,50.2,18.8,202.0,3800.0,MALE,A_100
33299,Chinstrap,50.2,18.8,202.0,3800.0,MALE,A_102
33300,Chinstrap,50.2,18.8,202.0,3800.0,MALE,A_104
33301,Chinstrap,50.2,18.8,202.0,3800.0,MALE,A_106
33302,Chinstrap,50.2,18.8,202.0,3800.0,MALE,A_108
33303,Chinstrap,50.2,18.8,202.0,3800.0,MALE,A_110
33304,Chinstrap,50.2,18.8,202.0,3800.0,MALE,A_112
33305,Chinstrap,50.2,18.8,202.0,3800.0,MALE,A_114
33306,Chinstrap,50.2,18.8,202.0,3800.0,MALE,A_116
33307,Chinstrap,50.2,18.8,202.0,3800.0,MALE,A_118
33308,Chinstrap,50.2,18.8,202.0,3800.0,MALE,A_120
33309,Chinstrap,50.2,18.8,202.0,3800.0,MALE,A_122
33310,Chinstrap,50.2,18.8,202.0,3800.0,MALE,A_124
33311,Chinstrap,50.2,18.8,202.0,3800.0,MALE,A_126
33312,Chinstrap,50.2,18.8,202.0,3800.0,MALE,A_128
33313,Chinstrap,50.2,18.8,202.0,3800.0,MALE,A_130
33314,Chinstrap,50.2,18.8,202.0,3800.0,MALE,A_132
33315,Chinstrap,50.2,18.8,202.0,3800.0,MALE,A_134
33316,Chinstrap,50.2,18.8,202.0,3800.0,MALE,A_136
33317,Chinstrap,50.2,18.8,202.0,3800.0,MALE,A_138
33318,Chinstrap,50.2,18.8,202.0,3800.0,MALE,A_140
33319,Chinstrap,50.2,18.8,202.0,3800.0,MALE,A_142
33320,Chinstrap,50.2,18.8,202.0,3800.0,MALE,A_144
33321,Chinstrap,50.2,18.8,202.0,3800.0,MALE,A_146
33322,Chinstrap,50.2,18.8,202.0,3800.0,MALE,A_147
33323,Chinstrap,50.2,18.8,202.0,3800.0,MALE,A_150
33324,Chinstrap,50.2,18.8,202.0,3800.0,MALE,A_152
33325,Chinstrap,50.2,18.8,202.0,3800.0,MALE,C_2
33326,Chinstrap,50.2,18.8,202.0,3800.0,MALE,C_3
33327,Chinstrap,50.2,18.8,202.0,3800.0,MALE,C_5
33328,Chinstrap,50.2,18.8,202.0,3800.0,MALE,C_8
33329,Chinstrap,50.2,18.8,202.0,3800.0,MALE,C_10
33330,Chinstrap,50.2,18.8,202.0,3800.0,MALE,C_12
33331,Chinstrap,50.2,18.8,202.0,3800.0,MALE,C_14
33332,Chinstrap,50.2,18.8,202.0,3800.0,MALE,C_16
33333,Chinstrap,50.2,18.8,202.0,3800.0,MALE,C_17
33334,Chinstrap,50.2,18.8,202.0,3800.0,MALE,C_20
33335,Chinstrap,50.2,18.8,202.0,3800.0,MALE,C_22
33336,Chinstrap,50.2,18.8,202.0,3800.0,MALE,C_24
33337,Chinstrap,50.2,18.8,202.0,3800.0,MALE,C_26
33338,Chinstrap,50.2,18.8,202.0,3800.0,MALE,C_28
33339,Chinstrap,50.2,18.8,202.0,3800.0,MALE,C_30
33340,Chinstrap,50.2,18.8,202.0,3800.0,MALE,C_32
33341,Chinstrap,50.2,18.8,202.0,3800.0,MALE,C_34
33342,Chinstrap,50.2,18.8,202.0,3800.0,MALE,C_35
33343,Chinstrap,50.2,18.8,202.0,3800.0,MALE,C_38
33344,Chinstrap,50.2,18.8,202.0,3800.0,MALE,C_40
33345,Chinstrap,50.2,18.8,202.0,3800.0,MALE,C_41
33346,Chinstrap,50.2,18.8,202.0,3800.0,MALE,C_43
33347,Chinstrap,50.2,18.8,202.0,3800.0,MALE,C_46
33348,Chinstrap,50.2,18.8,202.0,3800.0,MALE,C_48
33349,Chinstrap,50.2,18.8,202.0,3800.0,MALE,C_49
33350,Chinstrap,50.2,18.8,202.0,3800.0,MALE,C_52
33351,Chinstrap,50.2,18.8,202.0,3800.0,MALE,C_54
33352,Chinstrap,50.2,18.8,202.0,3800.0,MALE,C_56
33353,Chinstrap,50.2,18.8,202.0,3800.0,MALE,C_58
33354,Chinstrap,50.2,18.8,202.0,3800.0,MALE,C_59
33355,Chinstrap,50.2,18.8,202.0,3800.0,MALE,C_61
33356,Chinstrap,50.2,18.8,202.0,3800.0,MALE,C_66
33357,Chinstrap,50.2,18.8,202.0,3800.0,MALE,C_67
33358,Chinstrap,50.2,18.8,202.0,3800.0,MALE,G_2
33359,Chinstrap,50.2,18.8,202.0,3800.0,MALE,G_4
33360,Chinstrap,50.2,18.8,202.0,3800.0,MALE,G_5
33361,Chinstrap,50.2,18.8,202.0,3800.0,MALE,G_8
33362,Chinstrap,50.2,18.8,202.0,3800.0,MALE,G_10
33363,Chinstrap,50.2,18.8,202.0,3800.0,MALE,G_12
33364,Chinstrap,50.2,18.8,202.0,3800.0,MALE,G_14
33365,Chinstrap,50.2,18.8,202.0,3800.0,MALE,G_16
33366,Chinstrap,50.2,18.8,202.0,3800.0,MALE,G_18
33367,Chinstrap,50.2,18.8,202.0,3800.0,MALE,G_20
33368,Chinstrap,50.2,18.8,202.0,3800.0,MALE,G_21
33369,Chinstrap,50.2,18.8,202.0,3800.0,MALE,G_24
33370,Chinstrap,50.2,18.8,202.0,3800.0,MALE,G_26
33371,Chinstrap,50.2,18.8,202.0,3800.0,MALE,G_28
33372,Chinstrap,50.2,18.8,202.0,3800.0,MALE,G_30
33373,Chinstrap,50.2,18.8,202.0,3800.0,MALE,G_31
33374,Chinstrap,50.2,18.8,202.0,3800.0,MALE,G_34
33375,Chinstrap,50.2,18.8,202.0,3800.0,MALE,G_36
33376,Chinstrap,50.2,18.8,202.0,3800.0,MALE,G_38
33377,Chinstrap,50.2,18.8,202.0,3800.0,MALE,G_40
33378,Chinstrap,50.2,18.8,202.0,3800.0,MALE,G_42
33379,Chinstrap,50.2,18.8,202.0,3800.0,MALE,G_44
33380,Chinstrap,50.2,18.8,202.0,3800.0,MALE,G_45
33381,Chinstrap,50.2,18.8,202.0,3800.0,MALE,G_48
33382,Chinstrap,50.2,18.8,202.0,3800.0,MALE,G_50
33383,Chinstrap,50.2,18.8,202.0,3800.0,MALE,G_52
33384,Chinstrap,50.2,18.8,202.0,3800.0,MALE,G_54
33385,Chinstrap,50.2,18.8,202.0,3800.0,MALE,G_56
33386,Chinstrap,50.2,18.8,202.0,3800.0,MALE,G_58
33387,Chinstrap,50.2,18.8,202.0,3800.0,MALE,G_60
33388,Chinstrap,50.2,18.8,202.0,3800.0,MALE,G_62
33389,Chinstrap,50.2,18.8,202.0,3800.0,MALE,G_64
33390,Chinstrap,50.2,18.8,202.0,3800.0,MALE,G_66
33391,Chinstrap,50.2,18.8,202.0,3800.0,MALE,G_68
33392,Chinstrap,50.2,18.8,202.0,3800.0,MALE,G_70
33393,Chinstrap,50.2,18.8,202.0,3800.0,MALE,G_72
33394,Chinstrap,50.2,18.8,202.0,3800.0,MALE,G_73
33395,Chinstrap,50.2,18.8,202.0,3800.0,MALE,G_76
33396,Chinstrap,50.2,18.8,202.0,3800.0,MALE,G_78
33397,Chinstrap,50.2,18.8,202.0,3800.0,MALE,G_80
33398,Chinstrap,50.2,18.8,202.0,3800.0,MALE,G_82
33399,Chinstrap,50.2,18.8,202.0,3800.0,MALE,G_86
33400,Chinstrap,50.2,18.8,202.0,3800.0,MALE,G_88
33401,Chinstrap,50.2,18.8,202.0,3800.0,MALE,G_90
33402,Chinstrap,50.2,18.8,202.0,3800.0,MALE,G_92
33403,Chinstrap,50.2,18.8,202.0,3800.0,MALE,G_94
33404,Chinstrap,50.2,18.8,202.0,3800.0,MALE,G_96
33405,Chinstrap,50.2,18.8,202.0,3800.0,MALE,G_97
33406,Chinstrap,50.2,18.8,202.0,3800.0,MALE,G_100
33407,Chinstrap,50.2,18.8,202.0,3800.0,MALE,G_102
33408,Chinstrap,50.2,18.8,202.0,3800.0,MALE,G_104
33409,Chinstrap,50.2,18.8,202.0,3800.0,MALE,G_106
33410,Chinstrap,50.2,18.8,202.0,3800.0,MALE,G_108
33411,Chinstrap,50.2,18.8,202.0,3800.0,MALE,G_110
33412,Chinstrap,50.2,18.8,202.0,3800.0,MALE,G_114
33413,Chinstrap,50.2,18.8,202.0,3800.0,MALE,G_116
33414,Chinstrap,50.2,18.8,202.0,3800.0,MALE,G_118
33415,Chinstrap,50.2,18.8,202.0,3800.0,MALE,G_122
33416,Chinstrap,50.2,18.8,202.0,3800.0,MALE,G_124
33417,Chinstrap,45.6,19.4,194.0,3525.0,FEMALE,A_2
33418,Chinstrap,45.6,19.4,194.0,3525.0,FEMALE,A_3
33419,Chinstrap,45.6,19.4,194.0,3525.0,FEMALE,A_7
33420,Chinstrap,45.6,19.4,194.0,3525.0,FEMALE,A_13
33421,Chinstrap,45.6,19.4,194.0,3525.0,FEMALE,A_17
33422,Chinstrap,45.6,19.4,194.0,3525.0,FEMALE,A_19
33423,Chinstrap,45.6,19.4,194.0,3525.0,FEMALE,A_21
33424,Chinstrap,45.6,19.4,194.0,3525.0,FEMALE,A_23
33425,Chinstrap,45.6,19.4,194.0,3525.0,FEMALE,A_26
33426,Chinstrap,45.6,19.4,194.0,3525.0,FEMALE,A_28
33427,Chinstrap,45.6,19.4,194.0,3525.0,FEMALE,A_29
33428,Chinstrap,45.6,19.4,194.0,3525.0,FEMALE,A_31
33429,Chinstrap,45.6,19.4,194.0,3525.0,FEMALE,A_33
33430,Chinstrap,45.6,19.4,194.0,3525.0,FEMALE,A_35
33431,Chinstrap,45.6,19.4,194.0,3525.0,FEMALE,A_38
33432,Chinstrap,45.6,19.4,194.0,3525.0,FEMALE,A_39
33433,Chinstrap,45.6,19.4,194.0,3525.0,FEMALE,A_41
33434,Chinstrap,45.6,19.4,194.0,3525.0,FEMALE,A_43
33435,Chinstrap,45.6,19.4,194.0,3525.0,FEMALE,A_45
33436,Chinstrap,45.6,19.4,194.0,3525.0,FEMALE,A_49
33437,Chinstrap,45.6,19.4,194.0,3525.0,FEMALE,A_51
33438,Chinstrap,45.6,19.4,194.0,3525.0,FEMALE,A_53
33439,Chinstrap,45.6,19.4,194.0,3525.0,FEMALE,A_55
33440,Chinstrap,45.6,19.4,194.0,3525.0,FEMALE,A_57
33441,Chinstrap,45.6,19.4,194.0,3525.0,FEMALE,A_59
33442,Chinstrap,45.6,19.4,194.0,3525.0,FEMALE,A_61
33443,Chinstrap,45.6,19.4,194.0,3525.0,FEMALE,A_63
33444,Chinstrap,45.6,19.4,194.0,3525.0,FEMALE,A_65
33445,Chinstrap,45.6,19.4,194.0,3525.0,FEMALE,A_67
33446,Chinstrap,45.6,19.4,194.0,3525.0,FEMALE,A_69
33447,Chinstrap,45.6,19.4,194.0,3525.0,FEMALE,A_71
33448,Chinstrap,45.6,19.4,194.0,3525.0,FEMALE,A_73
33449,Chinstrap,45.6,19.4,194.0,3525.0,FEMALE,A_75
33450,Chinstrap,45.6,19.4,194.0,3525.0,FEMALE,A_77
33451,Chinstrap,45.6,19.4,194.0,3525.0,FEMALE,A_79
33452,Chinstrap,45.6,19.4,194.0,3525.0,FEMALE,A_81
33453,Chinstrap,45.6,19.4,194.0,3525.0,FEMALE,A_83
33454,Chinstrap,45.6,19.4,194.0,3525.0,FEMALE,A_85
33455,Chinstrap,45.6,19.4,194.0,3525.0,FEMALE,A_88
33456,Chinstrap,45.6,19.4,194.0,3525.0,FEMALE,A_90
33457,Chinstrap,45.6,19.4,194.0,3525.0,FEMALE,A_91
33458,Chinstrap,45.6,19.4,194.0,3525.0,FEMALE,A_93
33459,Chinstrap,45.6,19.4,194.0,3525.0,FEMALE,A_95
33460,Chinstrap,45.6,19.4,194.0,3525.0,FEMALE,A_97
33461,Chinstrap,45.6,19.4,194.0,3525.0,FEMALE,A_99
33462,Chinstrap,45.6,19.4,194.0,3525.0,FEMALE,A_101
33463,Chinstrap,45.6,19.4,194.0,3525.0,FEMALE,A_103
33464,Chinstrap,45.6,19.4,194.0,3525.0,FEMALE,A_105
33465,Chinstrap,45.6,19.4,194.0,3525.0,FEMALE,A_107
33466,Chinstrap,45.6,19.4,194.0,3525.0,FEMALE,A_109
33467,Chinstrap,45.6,19.4,194.0,3525.0,FEMALE,A_111
33468,Chinstrap,45.6,19.4,194.0,3525.0,FEMALE,A_113
33469,Chinstrap,45.6,19.4,194.0,3525.0,FEMALE,A_115
33470,Chinstrap,45.6,19.4,194.0,3525.0,FEMALE,A_117
33471,Chinstrap,45.6,19.4,194.0,3525.0,FEMALE,A_119
33472,Chinstrap,45.6,19.4,194.0,3525.0,FEMALE,A_121
33473,Chinstrap,45.6,19.4,194.0,3525.0,FEMALE,A_123
33474,Chinstrap,45.6,19.4,194.0,3525.0,FEMALE,A_125
33475,Chinstrap,45.6,19.4,194.0,3525.0,FEMALE,A_127
33476,Chinstrap,45.6,19.4,194.0,3525.0,FEMALE,A_129
33477,Chinstrap,45.6,19.4,194.0,3525.0,FEMALE,A_131
33478,Chinstrap,45.6,19.4,194.0,3525.0,FEMALE,A_133
33479,Chinstrap,45.6,19.4,194.0,3525.0,FEMALE,A_135
33480,Chinstrap,45.6,19.4,194.0,3525.0,FEMALE,A_137
33481,Chinstrap,45.6,19.4,194.0,3525.0,FEMALE,A_139
33482,Chinstrap,45.6,19.4,194.0,3525.0,FEMALE,A_141
33483,Chinstrap,45.6,19.4,194.0,3525.0,FEMALE,A_143
33484,Chinstrap,45.6,19.4,194.0,3525.0,FEMALE,A_145
33485,Chinstrap,45.6,19.4,194.0,3525.0,FEMALE,A_148
33486,Chinstrap,45.6,19.4,194.0,3525.0,FEMALE,A_149
33487,Chinstrap,45.6,19.4,194.0,3525.0,FEMALE,A_151
